1910	-0.01
1911	-0.17
1912	-0.73
1913	-0.16
1914	-0.18
1915	-0.6
1916	-0.03
1917	-0.74
1918	-0.11
1919	-0.66
1920	0.06
1921	0.04
1922	-0.57
1923	-0.19
1924	-0.41
1925	-0.09
1926	0
1927	-0.14
1928	-0.25
1929	-0.68
1930	0.43
1931	-0.54
1932	-0.08
1933	-0.61
1934	0.69
1935	0.01
1936	0.29
1937	0.53
1938	0.52
1939	0.16
1940	-1.04
1941	-1.06
1942	-0.9
1943	0.37
1944	0.06
1945	0.07
1946	0.19
1947	0.07
1948	0.26
1949	0.46
1950	0.28
1951	0.21
1952	-0.1
1953	0.22
1954	-0.28
1955	-0.07
1956	-1.07
1957	0.24
1958	-0.03
1959	0.33
1960	0.26
1961	0.69
1962	-0.19
1963	-0.4
1964	-0.13
1965	-0.55
1966	0.26
1967	0.21
1968	-0.04
1969	-0.47
1970	-0.15
1971	0
1972	0
1973	-0.04
1974	0.32
1975	0.59
1976	-0.46
1977	0.01
1978	-0.47
1979	-0.07
1980	-0.54
1981	0.04
1982	0.25
1983	0.47
1984	0.05
1985	-0.68
1986	-0.12
1987	-0.63
1988	0.3
1989	1.06
1990	1.03
1991	0.21
1992	0.45
1993	0.01
1994	0.85
1995	0.63
1996	-0.14
1997	0.48
1998	0.61
1999	1.08
2000	1.27
2001	0.88
2002	1.11
2003	0.9
2004	0.76
2005	0.79
2006	1.08
2007	1.39
2008	1.28
2009	1.08
2010	0.6
2011	1.23
2012	0.99
2013	1.06
